GAMA;RAJ2000;DEJ2000;rPmag;zh;q_zh;G;Sp;ph;umag;gmag;rmag;imag;zmag;Jmag;Kmag;rSmag;Sloan;DR6;SDSS-ID;ZID
   6802;174.00598;+00.72093;18.6368;-2.00000;4;  ;Sp;rd;20.0650;19.1512;18.6489;18.3647;18.0681;       ;       ;18.7373;Sloan;DR6;588848900983816313;G12_Y3_017_187
   6803;174.02165;+00.75488;19.2273;-2.00000;3;  ;Sp;rd;21.8821;20.3373;19.2288;18.7804;18.4809;       ;       ;19.3040;Sloan;DR6;588848900983816322;G12_Y3_037_173
   6804;174.09205;+00.67409;19.3440;-2.00000;4;  ;Sp;rd;20.5870;20.0371;19.3233;18.9898;18.9853;       ;       ;19.2936;Sloan;DR6;588848900983816355;G12_Y3_017_176
   6805;174.02235;+00.70252;19.3086;-2.00000;4;  ;Sp;rd;21.8089;20.6859;19.3253;18.9487;18.6047;       ;       ;19.3784;Sloan;DR6;588848900983816384;G12_Y3_017_185
   6806;174.02281;+00.70594;18.5528; 0.33119;4;12;Sp;rd;20.4775;19.6477;18.5774;18.2327;17.8318;       ;       ;18.5964;Sloan;DR6;588848900983816385;G12_Y1_AN1_238
   6807;174.07693;+00.64402;19.6305;-2.00000;3;  ;Sp;rd;21.0466;21.6251;19.6246;19.0055;18.6813;       ;       ;19.7370;Sloan;DR6;588848900983816396;G12_Y3_037_165
   6808;174.10073;+00.65891;18.8163; 0.22979;4;12;Sp;rd;21.0453;19.9865;18.7670;18.3807;18.1201;       ;       ;18.3005;Sloan;DR6;588848900983816399;G12_Y1_AN1_235
   6809;174.10033;+00.66079;19.4830;-2.00000;3;  ;Sp;rd;21.0071;20.7429;19.3733;19.1328;18.8299;       ;       ;19.3701;Sloan;DR6;588848900983816400;G12_Y3_037_168
   6810;174.10909;+00.80390;19.1182;-2.00000;4;  ;Sp;rd;22.0568;20.4535;19.1050;18.5320;18.1624;       ;       ;19.0098;Sloan;DR6;588848900983816402;G12_Y2_041_164
   6811;174.11102;+00.81715;19.6272;-2.00000;4;  ;Sp;rd;23.1178;21.3142;19.5781;19.0555;18.6175;       ;       ;19.4473;Sloan;DR6;588848900983816410;G12_Y2_041_165
   6812;174.02153;+00.71532;19.5751;-2.00000;4;  ;Sp;rd;22.6999;21.4995;19.5795;18.9150;18.2208;       ;       ;19.5862;Sloan;DR6;588848900983816419;G12_Y3_037_171
   6813;174.06382;+00.64454;19.2453;-2.00000;4;  ;Sp;rd;21.2795;20.3274;19.2348;18.8469;18.6111;       ;       ;19.3732;Sloan;DR6;588848900983816423;G12_Y3_017_177
   6814;174.11271;+00.68961;19.2107;-2.00000;4;  ;Sp;rd;22.4736;20.9278;19.2284;18.5666;18.2224;       ;       ;19.0190;Sloan;DR6;588848900983816431;G12_Y2_041_158
   6815;174.00637;+00.80765;19.1710;-2.00000;4;  ;Sp;rd;20.7910;20.0968;19.1837;19.1411;18.7435;       ;       ;19.5120;Sloan;DR6;588848900983816452;G12_Y3_017_194
   6816;174.01897;+00.66580;19.7938;-2.00000;4;  ;Sp;rd;21.3114;20.2662;19.6080;19.2481;19.1430;       ;       ;19.2673;Sloan;DR6;588848900983816468;G12_Y3_017_182
   6817;174.05770;+00.82894;19.1794;-2.00000;3;  ;Sp;rd;21.7846;20.4262;19.2363;18.8453;18.5917;       ;       ;19.2739;Sloan;DR6;588848900983816492;G12_Y3_033_175
   6819;174.00344;+00.64045;19.4787;-2.00000;4;  ;Sp;rd;       ;21.0878;19.4920;18.9838;18.4554;       ;       ;19.4278;Sloan;DR6;588848900983816608;G12_Y3_017_180
   6820;174.03513;+00.78928;19.5521;-2.00000;3;  ;Sp;rd;22.6341;20.6997;19.5606;19.0294;18.7401;       ;       ;19.6688;Sloan;DR6;588848900983816694;G12_Y3_037_175
   6821;174.15316;+00.81543;14.6617; 0.00375;4;12;Sp;sd;17.1510;15.9761;15.9655;       ;15.7695;       ;       ;16.4810;Sloan;DR6;588848900983881732;G12_Y1_AN1_254
   6826;174.18493;+00.70904;17.6174; 0.07278;5;12;Sp;rd;19.3128;17.9760;17.4871;17.0963;16.8794;       ;       ;17.4340;Sloan;DR6;588848900983881905;79597815109517312
   6827;174.15022;+00.67538;19.0236;-2.00000;4;  ;Sp;rd;       ;20.5078;18.8924;18.3909;17.9965;       ;       ;18.9500;Sloan;DR6;588848900983881956;G12_Y3_017_175
   6828;174.15302;+00.67659;19.6061;-2.00000;4;  ;Sp;rd;21.9094;21.0568;19.5555;18.9804;18.6663;       ;       ;19.4176;Sloan;DR6;588848900983881957;G12_Y1_AD2_245
   6829;174.24137;+00.67197;19.1242;-2.00000;4;  ;Sp;rd;21.0527;20.1230;19.1511;18.8099;18.4767;       ;       ;19.1676;Sloan;DR6;588848900983881971;G12_Y2_041_151
   6830;174.28051;+00.70608;18.9926; 0.11397;4;12;Sp;rd;20.4369;19.3681;18.9745;18.6680;18.5060;       ;       ;19.0116;Sloan;DR6;588848900983882083;G12_Y1_AN1_255
   6831;174.15526;+00.83600;19.6718;-2.00000;4;  ;Sp;rd;20.8564;20.2834;19.4802;19.1869;19.1150;       ;       ;18.9508;Sloan;DR6;588848900983882140;G12_Y2_023_153
   6832;174.17405;+00.71928;19.5905;-2.00000;2;  ;Sp;rd;21.1001;20.7817;19.4828;19.2898;19.1614;       ;       ;19.5482;Sloan;DR6;588848900983882181;G12_Y3_037_166
   6833;174.18351;+00.79953;19.2325;-2.00000;4;  ;Sp;rd;21.3367;20.1156;19.1262;18.7142;18.4620;       ;       ;19.0728;Sloan;DR6;588848900983882213;G12_Y2_041_161
   6834;174.18549;+00.73190;19.7812;-2.00000;4;  ;Sp;rd;24.2358;21.4681;19.9228;19.3616;19.1395;       ;       ;19.9121;Sloan;DR6;588848900983882223;G12_Y2_041_157
   6835;174.20264;+00.83907;19.6882;-2.00000;4;  ;Sp;rd;       ;20.9201;19.7682;19.1914;18.9127;       ;       ;19.8543;Sloan;DR6;588848900983882274;G12_Y3_017_191
   6836;174.21740;+00.78729;19.7128;-2.00000;4;  ;Sp;rd;21.6656;20.7371;19.7406;19.2939;18.7847;       ;       ;19.8437;Sloan;DR6;588848900983882303;G12_Y2_041_159
   6837;174.30279;+00.78998;17.8271; 0.07424;4;12;Sp;rd;19.2660;18.1652;17.6751;17.3597;17.2363;       ;       ;17.8499;Sloan;DR6;588848900983947279;G12_Y1_AN1_260
   6838;174.30555;+00.79033;18.7361;-2.00000;4;  ;Sp;rd;19.9693;18.6150;18.4051;17.7908;17.8824;       ;       ;18.6683;Sloan;DR6;588848900983947281;G12_Y3_017_181
   6839;174.33536;+00.83656;18.3369;-2.00000;4;  ;Sp;rd;20.5025;18.8629;18.3378;18.0101;17.6313;       ;       ;18.3759;Sloan;DR6;588848900983947427;G12_Y3_017_186
   6840;174.34690;+00.69645;18.3318; 0.19309;4;12;Sp;rd;21.0255;19.4298;18.3173;17.8353;17.6854;       ;       ;18.2848;Sloan;DR6;588848900983947431;G12_Y1_AT_252
   6841;174.35890;+00.71899;19.1268;-2.00000;4;  ;Sp;rd;20.2306;19.4755;19.1177;18.8307;18.8103;       ;       ;19.1929;Sloan;DR6;588848900983947437;G12_Y2_023_138
   6842;174.35938;+00.63548;18.5391; 0.09370;4;12;Sp;rd;19.6438;18.8341;18.5356;18.2868;18.3657;18.4689;18.5075;18.6677;Sloan;DR6;588848900983947438;2dF_TGN375Z063
   6843;174.38033;+00.68418;19.7710;-2.00000;4;  ;Sp;rd;20.9523;20.3334;19.7813;19.4990;19.4122;       ;       ;19.7325;Sloan;DR6;588848900983947445;G12_Y1_AD2_259
   6844;174.39603;+00.82077;17.2853; 0.09738;5;12;Sp;rd;19.8425;18.1721;17.2711;16.8378;16.6272;       ;       ;17.2731;Sloan;DR6;588848900983947462;79597815281483776
   6845;174.39962;+00.67831;18.8139; 0.38525;4;12;Sp;rd;20.2462;19.6127;18.8047;18.5545;18.1213;       ;18.6922;18.6696;Sloan;DR6;588848900983947470;G12_Y1_AN1_261
   6846;174.43931;+00.66227;17.7833; 0.07532;4;12;Sp;rd;19.4467;18.1355;17.5647;17.2472;17.4371;17.9321;17.9890;17.3958;Sloan;DR6;588848900983947499;G12_Y1_AT_253
   6847;174.35648;+00.64406;19.3634;-2.00000;4;  ;Sp;rd;24.7925;21.0143;19.4145;18.7959;18.2756;18.2199;17.3379;19.7425;Sloan;DR6;588848900983947516;G12_Y2_041_145
   6848;174.42846;+00.64325;19.2754;-2.00000;4;  ;Sp;rd;26.5994;21.0491;19.3044;18.7108;18.3844;18.0302;17.2821;18.7920;Sloan;DR6;588848900983947523;G12_Y2_041_139
   6849;174.36317;+00.74796;19.7894;-2.00000;3;  ;Sp;rd;24.3124;21.3630;19.7974;19.3169;19.1848;       ;       ;19.9201;Sloan;DR6;588848900983947560;G12_Y3_037_158
   6850;174.36268;+00.63725;19.5407;-2.00000;4;  ;Sp;rd;20.3254;19.7713;19.5269;19.3064;19.1118;19.5284;19.6842;19.6579;Sloan;DR6;588848900983947608;G12_Y1_AD2_254
   6851;174.40663;+00.79937;19.1446;-2.00000;4;  ;Sp;rd;21.0019;19.9586;19.2241;18.9147;18.8377;       ;       ;19.1981;Sloan;DR6;588848900983947638;G12_Y2_041_148
   6852;174.31852;+00.72707;19.7188;-2.00000;4;  ;Sp;rd;21.4923;20.9032;19.6956;19.1903;18.8625;       ;       ;19.8156;Sloan;DR6;588848900983947773;G12_Y2_041_149
   6853;174.44526;+00.66286;17.5434; 0.10618;4;12;Sp;rd;19.6146;18.1676;17.4048;17.0054;16.7632;16.5269;16.2989;17.6522;Sloan;DR6;588848900984012919;G12_Y1_AN1_265
   6854;174.44649;+00.66415;16.9635; 0.10689;4;12;Sp;rd;18.8482;17.5079;16.8378;16.4575;16.2313;15.8907;15.7193;16.8947;Sloan;DR6;588848900984012920;79597815277289472
   6855;174.46716;+00.76151;18.1065; 0.14702;4;12;Sp;rd;21.4214;19.1125;18.0848;17.6509;17.4084;       ;       ;17.9642;Sloan;DR6;588848900984012942;G12_Y1_AN1_272
   6856;174.50154;+00.82083;17.9007; 0.15930;4;12;Sp;rd;19.7352;18.5887;17.8875;17.4477;17.2071;       ;       ;17.8808;Sloan;DR6;588848900984012966;2dF_TGN376Z194
   6857;174.50781;+00.65156;19.6658;-2.00000;4;  ;Sp;rd;21.0243;20.1930;19.7159;19.4591;19.6904;19.2452;19.2634;19.7220;Sloan;DR6;588848900984012975;G12_Y1_AD2_260
   6858;174.50864;+00.81647;18.6980; 0.17889;4;12;Sp;rd;20.9151;19.6566;18.6898;18.1925;18.0425;       ;       ;18.6631;Sloan;DR6;588848900984012976;G12_Y1_AN1_288
   6859;174.52594;+00.74567;17.5763; 0.09748;4;12;Sp;rd;18.9501;18.0182;17.5929;17.2567;17.1509;       ;       ;17.6399;Sloan;DR6;588848900984012986;79597815382147072
   6860;174.53912;+00.82997;18.6718; 0.19388;4;12;Sp;rd;20.3076;19.3522;18.6876;18.3097;18.1413;       ;       ;18.5983;Sloan;DR6;588848900984012997;G12_Y1_AN1_283
   6861;174.55249;+00.72966;18.7295; 0.12221;4;12;Sp;rd;20.1841;19.1943;18.7474;18.3556;18.3339;       ;       ;18.5026;Sloan;DR6;588848900984013002;G12_Y1_AN1_284
   6862;174.55578;+00.67851;19.5780;-2.00000;4;  ;Sp;rd;       ;21.2142;19.4398;18.4458;18.0524;20.6276;19.3415;19.6104;Sloan;DR6;588848900984013007;G12_Y1_ND1_234
   6863;174.44526;+00.74061;19.5578;-2.00000;3;  ;Sp;rd;22.4172;20.9678;19.5358;18.9366;18.5532;       ;       ;19.6155;Sloan;DR6;588848900984013032;G12_Y3_037_152
   6864;174.51027;+00.82181;19.4764;-2.00000;4;  ;Sp;rd;22.3761;21.0051;19.4529;18.8083;18.4951;       ;       ;18.8747;Sloan;DR6;588848900984013042;G12_Y2_041_138
   6865;174.56023;+00.69911;19.1346;-2.00000;4;  ;Sp;rd;21.5078;20.1176;19.1680;18.8676;18.4246;       ;       ;18.7701;Sloan;DR6;588848900984013056;G12_Y2_023_125
   6866;174.56631;+00.76477;19.0217;-2.00000;4;  ;Sp;rd;21.7642;20.3787;18.9985;18.4632;17.9761;       ;       ;18.8934;Sloan;DR6;588848900984013059;G12_Y2_023_127
   6867;174.50609;+00.81088;19.6165;-2.00000;4;  ;Sp;rd;22.0329;20.9290;19.2685;18.6254;18.8524;       ;       ;19.4656;Sloan;DR6;588848900984013070;G12_Y3_017_145
   6868;174.50547;+00.81008;19.6879;-2.00000;4;  ;Sp;rd;       ;21.1838;19.3392;18.7448;18.4960;       ;       ;19.6464;Sloan;DR6;588848900984013071;G12_Y2_023_133
   6869;174.54337;+00.68893;19.7432;-2.00000;4;  ;Sp;rd;22.2569;21.3721;19.7528;19.0793;18.5166;       ;       ;19.7828;Sloan;DR6;588848900984013086;G12_Y2_023_126
   6870;174.45653;+00.75152;19.6101;-2.00000;4;  ;Sp;rd;21.0039;20.0387;19.5195;19.1094;19.1896;       ;       ;19.6229;Sloan;DR6;588848900984013116;G12_Y1_AD2_268
   6871;174.45648;+00.66364;19.2220;-2.00000;4;  ;Sp;rd;20.8772;19.8337;19.1640;18.7704;18.5204;18.2116;18.0937;19.1551;Sloan;DR6;588848900984013119;G12_Y2_041_136
   6872;174.51533;+00.78857;19.4276;-2.00000;4;  ;Sp;rd;21.2705;20.1905;19.3937;19.0893;18.6411;       ;       ;19.3344;Sloan;DR6;588848900984013155;G12_Y1_AD2_271
   6873;174.46336;+00.80067;19.3493;-2.00000;4;  ;Sp;rd;20.5742;20.0749;19.3115;18.9907;18.9730;       ;       ;19.1158;Sloan;DR6;588848900984013285;G12_Y2_023_135
   6874;174.47393;+00.83002;19.7273;-2.00000;4;  ;Sp;rd;21.4760;20.4569;19.8331;19.6385;19.2927;       ;       ;19.6864;Sloan;DR6;588848900984013318;G12_Y2_041_147
   6875;174.56959;+00.70565;19.5923;-2.00000;4;  ;Sp;rd;21.6337;20.4582;19.5984;19.2718;19.2643;       ;       ;19.4515;Sloan;DR6;588848900984013600;G12_Y2_041_131
   6877;174.60517;+00.76715;19.0207;-2.00000;4;  ;Sp;rd;20.7779;19.5788;19.0113;18.6948;18.6013;       ;       ;19.0309;Sloan;DR6;588848900984078461;G12_Y1_ND1_240
   6878;174.60824;+00.83351;19.3855;-2.00000;4;  ;Sp;rd;20.3887;20.0371;19.1426;18.5328;18.7201;       ;       ;19.5726;Sloan;DR6;588848900984078465;G12_Y2_041_133
   6879;174.61037;+00.64132;16.8952; 0.09979;4;12;Sp;rd;18.5594;17.4830;16.8981;16.5125;16.2829;15.9587;15.7703;16.9950;Sloan;DR6;588848900984078474;79597815415701504
   6880;174.62678;+00.73197;17.8038; 0.10470;4;12;Sp;rd;20.4329;18.4770;17.6207;17.2661;17.0102;       ;       ;17.6865;Sloan;DR6;588848900984078481;2dF_TGN376Z175
   6881;174.63311;+00.82157;17.0021; 0.10623;5;12;Sp;rd;19.9617;17.9582;17.0236;16.6000;16.3065;       ;       ;16.7385;Sloan;DR6;588848900984078487;79597695135645696
   6882;174.63791;+00.73838;16.9766; 0.10560;4;12;Sp;rd;19.5044;17.8341;16.8693;16.4378;16.1858;       ;       ;16.8807;Sloan;DR6;588848900984078494;2dF_TGN445Z145
   6883;174.63963;+00.72449;19.2019;-2.00000;4;  ;Sp;rd;21.6905;20.1302;19.1860;18.7379;18.6115;       ;       ;19.2465;Sloan;DR6;588848900984078497;G12_Y1_ND1_239
   6884;174.64628;+00.73667;17.5650; 0.10519;5;12;Sp;rd;20.2852;18.5626;17.5771;17.0747;16.7910;       ;       ;17.6168;Sloan;DR6;588848900984078502;79597815432478720
   6885;174.66010;+00.66298;17.5637; 0.13400;5;12;Sp;rd;20.5234;18.6056;17.5724;17.1446;16.8307;16.4899;16.3845;17.5866;Sloan;DR6;588848900984078516;79597815403118592
   6886;174.67186;+00.72330;18.5033; 0.11400;4;12;Sp;rd;20.4573;19.1769;18.4946;18.1220;17.8878;       ;       ;18.5662;Sloan;DR6;588848900984078529;G12_Y1_AN1_296
   6887;174.69569;+00.80211;19.3476;-2.00000;4;  ;Sp;rd;22.8147;20.9656;19.2628;18.6698;18.2968;       ;       ;18.7053;Sloan;DR6;588848900984078589;G12_Y2_041_125
   6888;174.69935;+00.77111;19.7191;-2.00000;4;  ;Sp;rd;23.0119;21.0850;19.7092;19.0620;18.7290;       ;       ;19.7771;Sloan;DR6;588848900984078591;G12_Y1_AD2_283
   6889;174.70802;+00.76071;18.1260; 0.31193;5;12;Sp;rd;20.6966;19.7161;18.1065;17.5577;17.2062;       ;       ;18.2271;Sloan;DR6;588848900984078592;79597815436673024
   6890;174.73453;+00.72907;19.6580;-2.00000;2;  ;Sp;rd;21.7949;21.3903;19.6746;19.1317;18.9752;       ;       ;19.8559;Sloan;DR6;588848900984078599;G12_Y1_AD2_291
   6891;174.59891;+00.64235;19.5736;-2.00000;4;  ;Sp;rd;21.9808;20.7978;19.5804;19.2132;18.9367;18.5385;17.9691;19.6291;Sloan;DR6;588848900984078620;G12_Y1_ND1_233
   6892;174.64487;+00.64251;18.8921; 0.15756;4;12;Sp;rd;20.8190;19.3288;18.8614;18.4931;18.4697;18.9435;19.1088;18.8504;Sloan;DR6;588848900984078646;G12_Y1_ND1_235
   6893;174.65493;+00.76038;19.1243;-2.00000;4;  ;Sp;rd;20.5964;20.2780;19.1786;18.7995;18.7489;       ;       ;19.1504;Sloan;DR6;588848900984078650;G12_Y1_ND1_241
   6894;174.64425;+00.82854;19.7885;-2.00000;4;  ;Sp;rd;22.1358;20.7433;19.7797;19.3214;19.2530;       ;       ;19.7202;Sloan;DR6;588848900984078881;G12_Y3_017_132
   6895;174.67200;+00.76242;19.4942;-2.00000;3;  ;Sp;rd;22.0072;20.8108;19.5319;19.1065;18.5902;       ;       ;19.4819;Sloan;DR6;588848900984078957;G12_Y1_AD2_276
   6896;174.69102;+00.79100;19.4070;-2.00000;2;  ;Sp;rd;21.3621;20.5833;19.3831;18.9095;18.9447;       ;       ;18.8187;Sloan;DR6;588848900984079005;G12_Y3_037_132
   6897;174.74047;+00.71051;19.7265;-2.00000;3;  ;Sp;rd;21.5609;20.8120;19.5842;19.0580;18.7536;       ;       ;19.8066;Sloan;DR6;588848900984079149;G12_Y3_037_123
   6900;174.86497;+00.73234;18.1571; 0.11009;4;12;Sp;rd;20.9433;18.9249;18.0636;17.6520;17.4624;17.2297;16.9462;18.0878;Sloan;DR6;588848900984143916;G12_Y1_AN1_320
   6901;174.75460;+00.80065;18.6720; 0.09920;4;12;Sp;rd;20.1140;19.0639;18.6751;18.4932;18.2487;       ;       ;18.8028;Sloan;DR6;588848900984143934;G12_Y1_AN1_307
   6902;174.75722;+00.76991;19.3595;-2.00000;4;  ;Sp;rd;21.3356;20.2479;19.3220;18.9993;18.6732;       ;       ;19.5051;Sloan;DR6;588848900984143937;G12_Y2_041_122
   6903;174.76823;+00.75719;18.6350; 0.12069;4;12;Sp;rd;19.6932;18.9851;18.6504;18.4271;18.4483;       ;       ;18.7818;Sloan;DR6;588848900984143955;G12_Y1_AN1_305
   6904;174.78520;+00.71707;19.0344;-2.00000;4;  ;Sp;rd;22.4095;20.4276;19.0515;18.5399;18.2502;       ;       ;19.1179;Sloan;DR6;588848900984143969;G12_Y1_AN1_313
   6905;174.78362;+00.71860;19.3660;-2.00000;4;  ;Sp;rd;20.8853;19.9013;19.4224;19.2030;18.9184;       ;       ;19.6175;Sloan;DR6;588848900984143970;G12_Y1_ND1_244
   6906;174.86067;+00.69783;16.3638; 0.07702;5;12;Sp;rd;18.5524;17.1017;16.3657;15.9808;15.7838;15.4136;15.3457;16.3596;Sloan;DR6;588848900984144021;79597815386341376
   6907;174.88479;+00.73640;19.0092;-2.00000;4;  ;Sp;rd;21.0284;19.8485;18.9979;18.5700;18.3176;18.5085;17.7972;19.0579;Sloan;DR6;588848900984144037;G12_Y1_ND1_251
   6908;174.76757;+00.70611;18.8926; 0.20708;4;12;Sp;rd;21.3344;19.9095;18.9314;18.5561;18.2305;       ;       ;19.0278;Sloan;DR6;588848900984144046;G12_Y1_AN1_312
   6909;174.78539;+00.79180;18.9749; 0.38534;5;12;Sp;rd;       ;20.5947;18.8874;18.2404;17.9454;       ;       ;18.9079;Sloan;DR6;588848900984144048;79597815390535680
   6910;174.84771;+00.68165;19.1806;-2.00000;4;  ;Sp;rd;20.7263;19.8788;19.1715;18.8669;18.5584;18.3330;18.0629;19.2458;Sloan;DR6;588848900984144062;G12_Y2_041_110
   6911;174.88063;+00.63699;19.6766;-2.00000;4;  ;Sp;rd;21.6051;20.3571;19.6820;19.4356;19.1977;19.6598;18.7735;19.7403;Sloan;DR6;588848900984144073;G12_Y1_AD2_299
   6912;174.88171;+00.80447;19.6487;-2.00000;4;  ;Sp;rd;24.3816;21.0317;19.7054;19.2142;18.7359;18.5386;18.1983;19.7980;Sloan;DR6;588848900984144074;G12_Y2_041_106
   6913;174.89181;+00.66009;19.3782;-2.00000;4;  ;Sp;rd;22.7985;20.7720;19.3208;18.6419;18.3707;17.7430;17.2681;19.1872;Sloan;DR6;588848900984144077;G12_Y2_041_102
   6914;174.85203;+00.71784;19.7750;-2.00000;4;  ;Sp;rd;       ;22.2760;19.8264;19.2964;19.1795;18.4303;17.8228;19.8139;Sloan;DR6;588848900984144094;G12_Y3_037_105
   6915;174.88718;+00.75169;18.8748; 0.35107;4;12;Sp;rd;20.7476;19.9572;18.8531;18.5355;18.2820;18.0201;17.6091;19.0308;Sloan;DR6;588848900984144104;G12_Y1_AN1_319
   6916;174.86296;+00.70835;18.8208; 0.13408;4;12;Sp;rd;20.2938;19.3803;18.8397;18.5204;18.6513;18.2259;18.2025;18.9351;Sloan;DR6;588848900984144176;G12_Y1_AT_286
   6917;174.86340;+00.81844;19.7615;-2.00000;4;  ;Sp;rd;21.8686;20.6486;19.7662;19.4395;19.0700;19.3307;18.8522;19.9303;Sloan;DR6;588848900984144177;G12_Y2_023_102
   6918;174.86940;+00.68482;19.7341;-2.00000;4;  ;Sp;rd;21.2491;20.4197;19.7334;19.5078;19.1308;19.1015;18.8435;19.7756;Sloan;DR6;588848900984144179;G12_Y1_AD2_290
   6919;174.74840;+00.75413;19.6239;-2.00000;4;  ;Sp;rd;22.4398;20.7919;19.6445;19.2749;18.9245;       ;       ;19.7733;Sloan;DR6;588848900984144231;G12_Y2_023_113
   6920;174.85240;+00.67342;19.6367;-2.00000;4;  ;Sp;rd;22.0240;20.0363;19.5769;19.2633;18.9521;20.2377;19.3689;19.7071;Sloan;DR6;588848900984144509;G12_Y2_023_104
   6921;174.88954;+00.77822;19.1027;-2.00000;4;  ;Sp;rd;20.8047;20.0488;19.1326;18.7421;18.4643;18.4081;17.8211;19.2477;Sloan;DR6;588848900984144629;G12_Y2_041_107
   6922;174.91641;+00.83375;18.6438; 0.35439;4;12;Sp;rd;21.2415;19.6521;18.5535;17.8701;17.7685;17.2322;16.8100;18.2873;Sloan;DR6;588848900984209420;G12_Y1_AN1_322
   6923;174.92229;+00.79807;19.6173;-2.00000;4;  ;Sp;rd;21.7312;20.4269;19.5910;19.3670;19.0549;19.0707;18.2986;19.6977;Sloan;DR6;588848900984209423;G12_Y2_023_098
   6926;174.92936;+00.74911;18.4170; 0.09720;4;12;Sp;rd;19.5840;18.7811;18.3991;18.1505;18.0643;18.0019;17.8379;18.4298;Sloan;DR6;588848900984209535;2dF_TGN445Z090
   6927;174.96158;+00.66999;19.0076;-2.00000;4;  ;Sp;rd;20.7929;19.8741;19.0165;18.5805;18.4447;18.0439;17.5693;19.0333;Sloan;DR6;588848900984209557;G12_Y1_ND1_254
   6928;174.99089;+00.66157;19.3475;-2.00000;4;  ;Sp;rd;21.3327;20.4886;19.2085;18.6302;18.7219;17.9338;17.4051;19.1043;Sloan;DR6;588848900984209568;G12_Y2_023_093
   6929;174.99215;+00.77735;18.8427; 0.10786;4;12;Sp;rd;20.1283;19.2152;18.8499;18.5511;18.4872;18.3701;18.2696;18.9307;Sloan;DR6;588848900984209570;G12_Y1_AN1_327
   6930;175.03007;+00.78354;18.5304; 0.09581;4;12;Sp;rd;20.9329;19.3822;18.5401;18.1465;17.9916;17.5510;17.5411;18.5749;Sloan;DR6;588848900984209585;G12_Y1_AN1_337
   6931;174.90764;+00.66673;19.6152;-2.00000;4;  ;Sp;rd;23.2545;21.4548;19.6742;19.1251;18.8516;18.3476;17.7685;19.7309;Sloan;DR6;588848900984209606;G12_Y1_AD2_296
   6932;174.91078;+00.75630;19.3507;-2.00000;4;  ;Sp;rd;23.7184;21.0199;19.3483;18.8542;18.6472;17.9867;17.3744;19.3929;Sloan;DR6;588848900984209608;G12_Y2_041_103
   6933;174.91354;+00.79998;19.2801;-2.00000;4;  ;Sp;rd;21.7494;20.4956;19.3005;18.8157;18.4601;18.1401;17.2626;19.3695;Sloan;DR6;588848900984209611;G12_Y2_041_096
   6934;174.92470;+00.76238;18.7421; 0.35743;5;12;Sp;rd;21.6342;19.8592;18.2613;17.7116;17.3703;16.9648;16.4616;18.8382;Sloan;DR6;588848900984209619;79880582015746048
   6935;174.92832;+00.76220;18.9652; 0.35328;4;12;Sp;rd;22.3548;20.4117;18.5733;17.9071;17.6814;17.2887;16.7815;18.6474;Sloan;DR6;588848900984209620;79597815394729984
   6936;174.92631;+00.76307;18.8608; 0.44160;4;12;Sp;rd;22.4782;21.2256;19.5071;18.6664;18.2484;17.8427;17.1283;18.8488;Sloan;DR6;588848900984209621;G12_Y1_AN1_326
   6937;174.93381;+00.82615;19.4763;-2.00000;4;  ;Sp;rd;21.3534;20.0783;19.4980;19.1950;19.0113;19.2899;18.8749;19.5693;Sloan;DR6;588848900984209626;G12_Y1_AD2_305
   6938;174.93548;+00.76500;19.7724;-2.00000;4;  ;Sp;rd;21.6943;20.7758;19.5086;18.9852;18.5553;18.6671;17.8930;19.7267;Sloan;DR6;588848900984209630;G12_Y1_AD2_295
   6939;174.93636;+00.73581;19.3372;-2.00000;4;  ;Sp;rd;21.9338;21.0088;19.2884;18.7646;18.4785;18.0354;17.3691;18.9017;Sloan;DR6;588848900984209631;G12_Y2_041_098
   6940;174.93746;+00.64033;19.6253;-2.00000;3;  ;Sp;rd;       ;21.2085;19.6109;19.1202;18.8642;18.3264;17.6493;19.5257;Sloan;DR6;588848900984209632;G12_Y3_033_094
   6941;174.97288;+00.71590;19.7055;-2.00000;3;  ;Sp;rd;       ;21.0898;19.5786;19.0078;18.7385;18.5644;17.5931;19.4907;Sloan;DR6;588848900984209641;G12_Y3_037_084
   6942;174.98665;+00.83714;18.2684; 0.26616;4;12;Sp;rd;20.2899;19.5633;18.1997;17.7284;17.6662;17.0639;16.5614;18.0287;Sloan;DR6;588848900984209642;G12_Y1_AN1_329
   6943;174.98950;+00.64560;18.8238; 0.28471;4;12;Sp;rd;20.5805;19.6715;18.8411;18.5184;18.2968;17.7775;17.4729;18.8683;Sloan;DR6;588848900984209643;G12_Y1_AN1_341
   6944;175.01395;+00.69784;19.6836;-2.00000;3;  ;Sp;rd;22.0714;21.6122;19.7012;19.1085;19.0271;18.3472;17.9272;19.7175;Sloan;DR6;588848900984209647;G12_Y1_AD2_312
   6945;175.01629;+00.64866;19.4715;-2.00000;4;  ;Sp;rd;22.2819;20.7708;19.4243;18.8193;18.5597;18.0660;17.6492;19.4840;Sloan;DR6;588848900984209649;G12_Y2_023_091
   6946;174.89837;+00.76007;19.2784;-2.00000;4;  ;Sp;rd;22.0720;20.8564;19.2522;18.7398;18.2215;17.8503;17.2348;19.3486;Sloan;DR6;588848900984209654;G12_Y1_ND1_253
